Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
0630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2018,1528,15,0.98,1.11,0.77,0.43,1.28,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2018,636,4,0.63,0.83,0.66,0.18,1.69,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2018,745,5,0.67,0.54,1.08,0.35,2.53,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2018,748,7,0.94,1.09,0.75,0.3,1.54,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2018,506,3,0.59,0.97,0.53,0.11,1.56,Rate not different than Statewide Rate
0135,UVM Health Network CVP,Capital District,Capital District,Non-Emergency PCI,2018,494,6,1.21,1,1.06,0.39,2.32,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2018,186,2,1.08,1.27,0.74,0.08,2.66,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2018,228,6,2.63,1.96,1.17,0.43,2.55,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2018,1074,17,1.58,1.13,1.23,0.71,1.96,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2018,112,0,0,1.05,0,0,2.71,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2018,822,13,1.58,1.43,0.96,0.51,1.65,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2018,295,7,2.37,1.25,1.66,0.67,3.43,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2018,400,3,0.75,0.72,0.91,0.18,2.65,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,CABG,2018,261,6,2.3,1.19,2.85,1.04,6.21,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2018,38,1,2.63,0.97,4.02,0.05,22.35,Rate not different than Statewide Rate
0746,Bassett Medical Center,Capital District,Capital District,CABG,2018,68,1,1.47,1.45,1.5,0.02,8.35,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2018,111,0,0,1.2,0,0,4.06,Rate not different than Statewide Rate
0207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2018,455,9,1.98,1.32,2.22,1.01,4.22,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,CABG,2018,159,3,1.89,1.58,1.76,0.35,5.15,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2018,88,1,1.14,1.34,1.25,0.02,6.96,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,195,4,2.05,1.75,1.73,0.47,4.43,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2018,366,5,1.37,1.61,1.26,0.4,2.93,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2018,261,2,0.77,1.98,0.57,0.06,2.06,Rate not different than Statewide Rate
0213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,CABG,2018,340,3,0.88,1.33,0.98,0.2,2.87,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2018,222,6,2.7,1.32,3.03,1.11,6.59,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2018,151,7,4.64,1.18,5.79,2.32,11.94,Rate significantly higher than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2018,325,7,2.15,1.24,2.56,1.03,5.27,Rate not different than Statewide Rate
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,CABG,2018,305,3,0.98,0.96,1.52,0.31,4.44,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,CABG,2018,98,3,3.06,1.14,3.95,0.79,11.55,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2018,416,3,0.72,1.44,0.74,0.15,2.16,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2018,128,0,0,1.41,0,0,3,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,CABG,2018,164,1,0.61,1.81,0.5,0.01,2.77,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2018,253,4,1.58,1.22,1.92,0.52,4.91,Rate not different than Statewide Rate
0511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,275,4,1.45,1.84,1.17,0.31,2.99,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,532,6,1.13,1.67,1,0.37,2.18,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2018,396,11,2.78,1.51,2.72,1.36,4.86,Rate not different than Statewide Rate
0924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,172,0,0,1.62,0,0,1.94,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2018,128,1,0.78,1.42,0.81,0.01,4.53,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,525,9,1.71,1.62,1.56,0.71,2.97,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,CABG,2018,456,9,1.97,1.6,1.83,0.83,3.47,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,CABG,2018,344,1,0.29,1.4,0.31,0,1.71,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2018,195,0,0,1.3,0,0,2.14,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2018,208,6,2.88,1.51,2.82,1.03,6.13,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2018,137,1,0.73,1.39,0.78,0.01,4.33,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2018,64,2,3.13,1.47,3.14,0.35,11.34,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2018,164,0,0,1.29,0,0,2.56,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2018,147,4,2.72,2.44,1.65,0.44,4.22,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2018,172,2,1.16,1.41,1.22,0.14,4.4,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2018,203,1,0.49,1.52,0.48,0.01,2.67,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2016-2018,482,28,5.81,3.03,6.15,4.09,8.89,Rate significantly higher than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2016-2018,303,10,3.3,3.26,3.25,1.56,5.98,Rate not different than Statewide Rate
0746,Bassett Medical Center,Capital District,Capital District,Emergency PCI,2016-2018,321,7,2.18,3.17,2.21,0.89,4.55,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,270,16,5.93,4.84,3.93,2.24,6.38,Rate not different than Statewide Rate
1178,BronxCare Health System,Bronx,NY Metro - NYC,Emergency PCI,2016-2018,228,2,0.88,2,1.41,0.16,5.07,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2016-2018,184,8,4.35,3.17,4.4,1.89,8.67,Rate not different than Statewide Rate
1288,Brooklyn Hosp.Downtown,Kings,NY Metro - NYC,Emergency PCI,2016-2018,55,1,1.82,1.94,3.02,0.04,16.78,Rate not different than Statewide Rate
0207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2016-2018,1259,36,2.86,2.5,3.66,2.57,5.07,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2016-2018,206,9,4.37,2.6,5.39,2.46,10.24,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2016-2018,271,15,5.54,3.85,4.62,2.58,7.62,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2016-2018,578,21,3.63,2.64,4.42,2.74,6.76,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2016-2018,424,12,2.83,2.81,3.24,1.67,5.66,Rate not different than Statewide Rate
0699,Garnet Health Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,468,7,1.5,2.13,2.25,0.9,4.64,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2016-2018,237,4,1.69,3.22,1.68,0.45,4.3,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,426,14,3.29,3.59,2.94,1.6,4.93,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,239,4,1.67,3.15,1.7,0.46,4.36,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,311,8,2.57,2.84,2.91,1.25,5.74,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2016-2018,440,6,1.36,2.49,1.76,0.64,3.83,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,317,8,2.52,4.18,1.94,0.84,3.82,Rate not different than Statewide Rate
0885,Long Island Comm. Hosp.,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,296,7,2.36,2.6,2.91,1.17,6.01,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2016-2018,371,3,0.81,2.45,1.06,0.21,3.1,Rate significantly lower than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2016-2018,754,22,2.92,4.76,1.97,1.23,2.98,Rate significantly lower than Statewide Rate
0213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2016-2018,793,26,3.28,2.64,3.98,2.6,5.84,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2016-2018,406,17,4.19,3.05,4.4,2.56,7.05,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2016-2018,449,8,1.78,2.86,2,0.86,3.94,Rate not different than Statewide Rate
0694,Montefiore St. Lukes,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,240,6,2.5,2.86,2.81,1.03,6.11,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,402,17,4.23,3.62,3.75,2.18,6,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,380,14,3.68,4.13,2.87,1.57,4.81,Rate not different than Statewide Rate
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,307,10,3.26,3.7,2.83,1.35,5.2,Rate not different than Statewide Rate
0527,Mount Sinai South Nassau,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,421,14,3.33,3.2,3.34,1.82,5.6,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2016-2018,337,14,4.15,3.93,3.39,1.85,5.69,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,330,18,5.45,5.76,3.04,1.8,4.8,Rate not different than Statewide Rate
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,181,5,2.76,3.08,2.88,0.93,6.71,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2016-2018,421,5,1.19,3.04,1.25,0.4,2.92,Rate significantly lower than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,385,9,2.34,5.41,1.39,0.63,2.63,Rate significantly lower than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2016-2018,369,10,2.71,3.17,2.75,1.32,5.05,Rate not different than Statewide Rate
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2016-2018,275,6,2.18,3.59,1.95,0.71,4.25,Rate not different than Statewide Rate
0511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,520,15,2.88,3.74,2.48,1.38,4.08,Rate not different than Statewide Rate
0574,Niagara Falls Memorial,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2016-2018,66,0,0,2.26,0,0,7.9,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,1044,28,2.68,3.13,2.75,1.83,3.97,Rate not different than Statewide Rate
0066,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2016-2018,217,6,2.76,2.66,3.34,1.22,7.27,Rate not different than Statewide Rate
0938,Peconic Bay Med Ctr,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,53,2,3.77,1.96,6.19,0.7,22.36,Rate not different than Statewide Rate
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Emergency PCI,2016-2018,161,3,1.86,3.12,1.92,0.39,5.6,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2016-2018,738,38,5.15,3.33,4.96,3.51,6.81,Rate significantly higher than Statewide Rate
0756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2016-2018,227,9,3.96,2.32,5.49,2.5,10.42,Rate not different than Statewide Rate
0818,Saratoga Hospital,Capital District,Capital District,Emergency PCI,2016-2018,146,1,0.68,3.06,0.72,0.01,4,Rate not different than Statewide Rate
0924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,329,6,1.82,3.09,1.9,0.69,4.13,Rate not different than Statewide Rate
0889,Southampton Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,40,3,7.5,4.2,5.74,1.15,16.76,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2016-2018,93,3,3.23,3.27,3.17,0.64,9.26,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,161,4,2.48,2.67,2.98,0.8,7.64,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2016-2018,598,27,4.52,3.6,4.02,2.65,5.85,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,531,24,4.52,4.28,3.39,2.17,5.04,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2016-2018,1426,46,3.23,2.97,3.49,2.55,4.66,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2016-2018,541,21,3.88,3.29,3.79,2.34,5.79,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2016-2018,413,4,0.97,2.28,1.36,0.37,3.49,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2016-2018,1199,45,3.75,2.73,4.41,3.22,5.91,Rate significantly higher than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2016-2018,446,9,2.02,2.95,2.2,1,4.17,Rate not different than Statewide Rate
0135,UVM Health Network CVP,Capital District,Capital District,Emergency PCI,2016-2018,575,8,1.39,2.67,1.67,0.72,3.3,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2016-2018,313,22,7.03,3.77,5.99,3.75,9.07,Rate significantly higher than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2016-2018,335,15,4.48,4,3.6,2.01,5.93,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2016-2018,911,41,4.5,3.16,4.58,3.29,6.21,Rate significantly higher than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2016-2018,284,13,4.58,2.9,5.07,2.69,8.66,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,725,18,2.48,3.19,2.5,1.48,3.95,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,436,14,3.21,3.18,3.24,1.77,5.43,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2016-2018,250,12,4.8,3.94,3.91,2.02,6.83,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2016-2018,505,19,3.76,2.36,4.47,2.69,6.98,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2016-2018,45,4,8.89,2.18,11.43,3.08,29.27,Rate significantly higher than Statewide Rate
0746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2016-2018,111,5,4.5,2.73,4.63,1.49,10.8,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2016-2018,270,4,1.48,2.58,1.61,0.43,4.12,Rate not different than Statewide Rate
0207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2016-2018,726,24,3.31,2.19,4.22,2.7,6.28,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2016-2018,254,7,2.76,2.72,2.84,1.14,5.85,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2016-2018,64,4,6.25,2.88,6.09,1.64,15.58,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2016-2018,322,10,3.11,3.42,2.55,1.22,4.68,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2016-2018,415,4,0.96,3.02,0.89,0.24,2.29,Rate significantly lower than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2016-2018,4,0,0,3.18,0,0,80.87,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2016-2018,409,20,4.89,4.69,2.92,1.78,4.51,Rate not different than Statewide Rate
0213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2016-2018,302,6,1.99,2.29,2.43,0.89,5.3,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2016-2018,396,13,3.28,3.09,2.98,1.58,5.09,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2016-2018,276,8,2.9,2.47,3.28,1.41,6.47,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2016-2018,61,4,6.56,2.85,6.44,1.73,16.5,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2016-2018,2075,33,1.59,2.13,2.09,1.44,2.94,Rate not different than Statewide Rate
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2016-2018,276,11,3.99,2.96,3.77,1.88,6.75,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Valve or Valve/CABG,2016-2018,193,8,4.15,3.29,3.53,1.52,6.95,Rate not different than Statewide Rate
